gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,Churn,InternetService_Fiber optic,Contract_One year,Contract_Two year
0,1,0,0.8400143297628127,1,0,1.071510583959912,0,False,False,True
1,0,0,-0.3408762181180675,1,1,-0.49049538328876824,1,False,False,True
0,0,0,0.18848851024232702,1,0,-1.4875204687666492,0,True,False,False
1,0,1,-1.0738427650786138,1,0,-0.32432453570912145,1,False,False,True
0,0,0,-1.0331224013585834,1,0,0.5065297021891128,1,False,False,False
0,0,1,-0.8295205827584317,1,1,-1.4875204687666492,1,True,False,False
0,0,0,1.5729808767233588,1,0,-1.3213496211870024,0,True,False,False
1,0,1,-0.2594354906780068,1,1,0.5729980412209714,0,True,False,False
0,0,0,-1.0738427650786138,1,1,-0.6234320613524857,0,True,False,False
1,0,0,-0.015113308357824713,1,0,0.7724030583165477,0,False,False,False
0,0,0,0.5956921474426305,1,0,-0.19138785764540397,0,False,False,False
0,0,1,-0.055833672077855064,1,0,-1.45428629925072,0,False,False,False
0,0,1,0.7992939660427822,1,0,0.6394663802528302,0,False,False,False
0,0,0,1.125056875803025,0,0,-0.12491951861354524,0,False,False,False
0,0,0,0.6364125111626608,1,1,0.0412513289661016,0,False,False,False
1,0,0,0.5142514200025698,1,1,-1.5207546382825785,0,False,False,False
0,0,0,0.26992923768238775,1,0,0.5065297021891128,1,True,False,False
0,1,0,-1.2774445836787656,1,1,0.7059347192846889,1,True,True,False
1,0,0,-1.2774445836787656,1,0,0.17418800702981907,1,False,False,False
0,0,0,-1.0738427650786138,1,0,0.47329553267318336,1,True,False,False
1,0,0,-0.9516816739185228,1,0,0.37359302412539525,0,True,False,False
1,0,1,1.6137012404433893,1,0,1.6364914657307112,0,False,False,False
1,1,0,1.5729808767233588,0,1,-0.4240270442569095,0,True,False,False
1,0,1,1.5729808767233588,1,0,-1.4875204687666492,0,False,True,False
0,0,0,1.2879383306831464,1,0,1.0050422449280532,0,True,True,False
0,0,1,-0.1779947632379461,1,0,-1.4875204687666492,0,True,False,False
0,0,1,1.5322605130033284,1,0,1.6697256352466405,0,False,False,False
1,1,0,0.26992923768238775,1,0,1.0382764144439827,1,False,False,False
0,0,1,-0.6666391278783103,1,0,-1.4875204687666492,0,True,False,True
1,1,0,1.369379058123207,1,1,1.536788957182923,1,True,False,False
0,1,0,-0.46303730927815856,1,1,1.0050422449280532,0,False,False,False
0,0,0,0.47353105628253944,1,0,0.6727005497687596,1,True,False,False
0,1,0,0.880734693482843,1,0,1.1379789229917707,0,False,True,False
1,0,0,-1.1552834925186746,1,1,-0.2578561966772627,0,True,False,False
0,1,0,1.125056875803025,1,0,1.5035547876669937,0,True,False,False
1,0,0,-0.2594354906780068,1,0,0.9053397363802651,0,False,False,True
0,0,1,-0.3408762181180675,1,1,0.47329553267318336,0,True,False,False
1,0,1,0.8400143297628127,1,1,-1.5207546382825785,0,False,False,True
0,0,1,0.5549717837226001,1,1,-1.5207546382825785,0,True,False,False
0,0,1,0.9621754209229036,1,0,0.805637227832477,0,False,False,True
0,0,0,-1.0331224013585834,1,1,-0.19138785764540397,0,True,False,False
0,0,0,-1.2774445836787656,1,1,0.7059347192846889,1,False,True,False
1,0,0,-1.2774445836787656,1,0,-0.6234320613524857,0,False,False,False
1,0,0,1.125056875803025,1,0,-1.4875204687666492,0,True,False,False
1,0,0,1.1657772395230555,1,1,-1.45428629925072,0,True,False,True
0,0,0,0.3920903288424788,0,0,-1.0222420955436382,1,True,False,False
1,0,0,-0.21871512695797646,1,0,-1.4875204687666492,0,True,False,False
0,0,1,-0.9516816739185228,1,1,0.6727005497687596,1,True,True,False
0,0,0,1.6137012404433893,1,0,-1.4875204687666492,0,False,False,True
0,0,0,-0.38159658183809786,1,0,-1.4875204687666492,0,False,True,False
0,1,0,0.5956921474426305,1,0,1.0050422449280532,1,True,False,False
0,1,0,0.880734693482843,1,1,-1.5207546382825785,0,True,False,False
1,1,0,-1.2367242199587352,1,1,1.0382764144439827,0,False,True,False
1,0,0,0.22920887396235737,0,0,-0.15815368812947458,0,False,False,True
0,1,0,0.5956921474426305,1,0,1.1712130925077,0,False,False,False
1,0,0,-0.4223169455581282,1,0,-0.29109036619319206,0,False,True,False
1,0,0,-1.2367242199587352,1,0,0.8721055668643357,0,False,False,True
0,0,1,1.6137012404433893,1,1,0.47329553267318336,0,True,False,False
1,1,0,1.0436161483629645,0,0,-0.6566662308684151,1,True,False,False
1,0,1,1.4915401492832983,1,0,0.47329553267318336,0,True,False,False
1,0,0,-0.5851984004382496,1,0,0.17418800702981907,0,False,False,False
0,0,1,0.9214550572028734,1,1,-1.4875204687666492,0,True,False,False
0,0,0,0.5549717837226001,1,0,1.2044472620236295,0,False,False,True
1,0,0,-1.1145631287986442,1,0,-1.5207546382825785,0,False,True,False
0,0,0,-1.1552834925186746,0,1,-1.0222420955436382,1,True,True,False
1,1,0,-1.1145631287986442,1,1,0.8388713973484064,1,True,False,False
0,0,1,1.3286586944031769,1,1,-0.12491951861354524,0,True,False,False
1,0,0,0.10704778280226633,1,1,-1.45428629925072,0,False,True,False
0,1,0,0.5142514200025698,1,1,1.071510583959912,0,True,False,True
0,0,0,-1.2367242199587352,1,1,-1.4875204687666492,0,False,False,True
0,0,1,-0.4223169455581282,1,0,0.5065297021891128,0,True,False,False
1,0,1,1.5322605130033284,1,1,0.1409538375138897,0,True,False,False
0,0,1,-0.0965540357978854,1,0,0.0412513289661016,0,False,False,False
1,0,0,1.1657772395230555,1,1,1.437086448635135,0,False,False,True
0,0,0,-0.13727439951791576,1,1,-1.4875204687666492,0,False,False,False
1,0,0,1.1657772395230555,1,0,1.3706181096032763,1,False,True,False
1,0,1,-0.30015585439803716,1,0,0.8388713973484064,1,False,True,False
1,0,0,1.5729808767233588,1,1,1.6032572962147817,0,True,False,False
0,0,0,-1.2774445836787656,0,0,-0.9890079260277087,0,True,False,False
0,0,1,1.2064976032430856,1,0,0.17418800702981907,0,False,False,True
1,0,0,1.2879383306831464,1,0,0.3071246850935365,0,False,False,False
0,0,1,1.2879383306831464,1,0,0.8721055668643357,0,True,True,False
1,1,0,-0.13727439951791576,1,1,0.6394663802528302,0,False,False,True
0,0,0,-1.2367242199587352,1,0,0.20742217654574843,1,False,True,False
1,0,0,-1.2774445836787656,1,0,-1.4875204687666492,0,True,False,False
1,0,0,-1.2774445836787656,1,1,-0.4572612137728389,1,True,False,False
0,0,1,0.5142514200025698,1,0,-1.3213496211870024,0,False,False,False
1,0,0,1.369379058123207,1,0,1.6364914657307112,0,True,False,False
0,0,0,0.880734693482843,1,1,1.4038522791192056,1,False,False,False
0,0,1,1.5322605130033284,1,1,0.5065297021891128,0,True,False,True
1,1,0,0.18848851024232702,1,0,0.9053397363802651,1,False,False,False
1,1,0,-1.1960038562387048,1,1,0.5065297021891128,1,True,True,False
1,0,1,-0.38159658183809786,1,0,-0.32432453570912145,0,False,False,False
0,1,0,1.125056875803025,1,0,1.1712130925077,0,True,False,True
0,0,0,0.10704778280226633,0,0,-1.0554762650595675,0,False,True,False
0,0,1,-0.21871512695797646,1,0,0.3071246850935365,0,False,False,True
0,0,1,-0.3408762181180675,0,0,-0.4240270442569095,0,True,False,False
0,1,0,-1.2367242199587352,1,0,0.9718080754121239,1,True,False,False
1,0,0,1.4100994218432374,1,0,0.8721055668643357,1,False,False,False
1,0,0,-1.2367242199587352,1,0,-0.556963722320627,1,False,False,False
0,0,0,-1.2774445836787656,1,1,-1.4875204687666492,1,True,True,False
0,0,1,-1.2774445836787656,1,1,0.47329553267318336,1,True,False,True
0,0,0,-0.748079855318371,1,0,-0.3575587052250508,0,False,True,False
1,1,0,0.22920887396235737,1,1,1.0050422449280532,0,True,False,False
0,0,0,-1.2774445836787656,1,0,0.17418800702981907,1,False,False,True
0,0,0,-1.2367242199587352,1,1,0.17418800702981907,0,True,True,False
0,0,0,-0.8295205827584317,1,0,0.47329553267318336,1,True,False,False
1,0,1,-0.055833672077855064,1,1,1.1047447534758412,0,False,True,False
